id,admin2Pcod,ntl_mean,population,ndvi_mean,precip_2018,no2,lc_13_urbain,lc_12_cultures,lc_8_savane_boisee,lc_11_zones_humides
9685,BJ0101,0.275336388259105,7857.44384765625,3463.205186880244,938.7692307692308,5.121401120999061e-05,0.0,0.0222222222222222,0.0,0.9777777777777776
9686,BJ0101,0.215665984536627,1116.803955078125,3832.342622658052,949.1153846153844,5.1044029364731134e-05,0.0,0.0,0.0,1.0
9687,BJ0101,0.2157151489648315,1042.8447265625,3860.843643923276,952.5384615384615,5.092833703318594e-05,0.0,0.0,0.0,1.0
9688,BJ0101,0.2301142156616635,1586.3389892578125,3885.5016078998233,957.76,5.081130146030109e-05,0.0,0.0,0.0,1.0
9689,BJ0101,0.2169300932452451,1140.49951171875,3990.7134298795336,960.552380952381,5.0794364783862495e-05,0.0,0.0,0.0,1.0
9690,BJ0101,0.2215760920840795,1096.2847900390625,4199.37167502475,965.5384615384615,5.054619492448646e-05,0.0,0.0,0.0,1.0
9691,BJ0101,0.2336227399661496,1202.825439453125,4240.4295285118,972.895238095238,5.002323349049395e-05,0.0,0.0,0.0,1.0
9692,BJ0101,0.2237760496115092,1306.5670166015625,4235.40507192259,977.0961538461538,5.022842502990388e-05,0.0,0.0,0.0,1.0
9693,BJ0101,0.2179824962021174,741.374267578125,4270.778866448031,980.3968253968252,5.039488043139502e-05,0.0,0.0,0.0,1.0
9694,BJ0101,0.2128440536602567,706.109619140625,4315.805183634388,985.0,5.0308078877499645e-05,0.0,0.0,0.0,1.0
9695,BJ0101,0.2198374524610372,797.7578125,4348.579496379518,992.6213592233008,5.0113567498643326e-05,0.0,0.0,0.0,1.0
